ref;description;category;color;composition;sku;stock;size;image;video
85119;Short Bengaline Com Amarração Frontal Bolsos Laterias;SHORT;Rose;  3,00% ELASTANO   23,00% POLIAMIDA   74,00% VISCOSE;85119-46-ROSE;6;46;85119ROSE.jpg;85119ROSE.mp4
85119;Short Bengaline Com Amarração Frontal Bolsos Laterias;SHORT;Rose;  3,00% ELASTANO   23,00% POLIAMIDA   74,00% VISCOSE;85119-48-ROSE;2;48;85119ROSE.jpg;85119ROSE.mp4
85119;Short Bengaline Com Amarração Frontal Bolsos Laterias;SHORT;Militar;  3,00% ELASTANO   23,00% POLIAMIDA   74,00% VISCOSE;85119-38-MILITAR;2;38;85119MILITAR.jpg;85119MILITAR.mp4
85119;Short Bengaline Com Amarração Frontal Bolsos Laterias;SHORT;Telha;  3,00% ELASTANO   23,00% POLIAMIDA   74,00% VISCOSE;85119-38-TELHA;1;38;85119TELHA.jpg;85119TELHA.mp4
85119;Short Bengaline Com Amarração Frontal Bolsos Laterias;SHORT;Telha;  3,00% ELASTANO   23,00% POLIAMIDA   74,00% VISCOSE;85119-42-TELHA;2;42;85119TELHA.jpg;85119TELHA.mp4
87101;Camisa Manga Longa Com Franzido E Punho Com Botões;CAMISA;Branco; 97,00% ALGODAO    3,00% ELASTANO;87101-G3-BRANCO;4;G3;87101BRANCO.jpg;87101BRANCO.mp4
87101;Camisa Manga Longa Com Franzido E Punho Com Botões;CAMISA;Branco; 97,00% ALGODAO    3,00% ELASTANO;87101-G4-BRANCO;3;G4;87101BRANCO.jpg;87101BRANCO.mp4
87101;Camisa Manga Longa Com Franzido E Punho Com Botões;CAMISA;Magenta; 97,00% ALGODAO    3,00% ELASTANO;87101-G2-MAGENTA;1;G2;87101MAGENTA.jpg;87101MAGENTA.mp4
87101;Camisa Manga Longa Com Franzido E Punho Com Botões;CAMISA;Rosa Chiclete; 97,00% ALGODAO    3,00% ELASTANO;87101-G-ROSA CHICLETE;1;G;87101ROSACHICLETE.jpg;87101ROSACHICLETE.mp4
87101;Camisa Manga Longa Com Franzido E Punho Com Botões;CAMISA;Rosa Chiclete; 97,00% ALGODAO    3,00% ELASTANO;87101-GG-ROSA CHICLETE;3;GG;87101ROSACHICLETE.jpg;87101ROSACHICLETE.mp4
87101;Camisa Manga Longa Com Franzido E Punho Com Botões;CAMISA;Rosa Chiclete; 97,00% ALGODAO    3,00% ELASTANO;87101-G1-ROSA CHICLETE;5;G1;87101ROSACHICLETE.jpg;87101ROSACHICLETE.mp4
87101;Camisa Manga Longa Com Franzido E Punho Com Botões;CAMISA;Rosa Chiclete; 97,00% ALGODAO    3,00% ELASTANO;87101-G3-ROSA CHICLETE;3;G3;87101ROSACHICLETE.jpg;87101ROSACHICLETE.mp4
87101;Camisa Manga Longa Com Franzido E Punho Com Botões;CAMISA;Verde Agua; 97,00% ALGODAO    3,00% ELASTANO;87101-G-VERDE AGUA;4;G;87101VERDEAGUA.jpg;87101VERDEAGUA.mp4
87101;Camisa Manga Longa Com Franzido E Punho Com Botões;CAMISA;Verde Agua; 97,00% ALGODAO    3,00% ELASTANO;87101-GG-VERDE AGUA;6;GG;87101VERDEAGUA.jpg;87101VERDEAGUA.mp4
87101;Camisa Manga Longa Com Franzido E Punho Com Botões;CAMISA;Verde Agua; 97,00% ALGODAO    3,00% ELASTANO;87101-G1-VERDE AGUA;7;G1;87101VERDEAGUA.jpg;87101VERDEAGUA.mp4
87101;Camisa Manga Longa Com Franzido E Punho Com Botões;CAMISA;Verde Agua; 97,00% ALGODAO    3,00% ELASTANO;87101-G2-VERDE AGUA;4;G2;87101VERDEAGUA.jpg;87101VERDEAGUA.mp4
87101;Camisa Manga Longa Com Franzido E Punho Com Botões;CAMISA;Verde Agua; 97,00% ALGODAO    3,00% ELASTANO;87101-G3-VERDE AGUA;3;G3;87101VERDEAGUA.jpg;87101VERDEAGUA.mp4
87104;Camisa Viscolinho Animal Print Manga Curta Com Botões Frontais;CAMISA;Laranja;100,00% VISCOSE;87104-P-LARANJA;1;P;87104LARANJA.jpg;87104LARANJA.mp4
87104;Camisa Viscolinho Animal Print Manga Curta Com Botões Frontais;CAMISA;Laranja;100,00% VISCOSE;87104-M-LARANJA;2;M;87104LARANJA.jpg;87104LARANJA.mp4
87104;Camisa Viscolinho Animal Print Manga Curta Com Botões Frontais;CAMISA;Laranja;100,00% VISCOSE;87104-G-LARANJA;1;G;87104LARANJA.jpg;87104LARANJA.mp4
87104;Camisa Viscolinho Animal Print Manga Curta Com Botões Frontais;CAMISA;Laranja;100,00% VISCOSE;87104-GG-LARANJA;2;GG;87104LARANJA.jpg;87104LARANJA.mp4
88103;Conj Blusa M C Com Prega Rec Atras Pantacourt C Lapela  E Botão No Cós;CONJUNTO;Preto;  3,00% ELASTANO   27,00% LINHO   70,00% VISCOSE;88103-G2-PRETO;2;G2;88103PRETO.jpg;88103PRETO.mp4
88103;Conj Blusa M C Com Prega Rec Atras Pantacourt C Lapela  E Botão No Cós;CONJUNTO;Preto;  3,00% ELASTANO   27,00% LINHO   70,00% VISCOSE;88103-G3-PRETO;5;G3;88103PRETO.jpg;88103PRETO.mp4
88104;Conjunto De Linho Bermuda Com Blusa Regata  Argola Na Alça;CONJUNTO;Preto;  3,00% ELASTANO   27,00% LINHO   70,00% VISCOSE;88104-M-PRETO;2;M;88104PRETO.jpg;88104PRETO.mp4
88104;Conjunto De Linho Bermuda Com Blusa Regata  Argola Na Alça;CONJUNTO;Preto;  3,00% ELASTANO   27,00% LINHO   70,00% VISCOSE;88104-G2-PRETO;3;G2;88104PRETO.jpg;88104PRETO.mp4
88104;Conjunto De Linho Bermuda Com Blusa Regata  Argola Na Alça;CONJUNTO;Preto;  3,00% ELASTANO   27,00% LINHO   70,00% VISCOSE;88104-G3-PRETO;4;G3;88104PRETO.jpg;88104PRETO.mp4
88105;Conj Blusa M C Com Prega Rec Atras Pantacourt C Lapela  E Botão No Cós;CONJUNTO;Preto;  2,00% ELASTANO   30,00% LINHO   68,00% VISCOSE;88105-P-PRETO;1;P;88105PRETO.jpg;88105PRETO.mp4
88105;Conj Blusa M C Com Prega Rec Atras Pantacourt C Lapela  E Botão No Cós;CONJUNTO;Preto;  2,00% ELASTANO   30,00% LINHO   68,00% VISCOSE;88105-M-PRETO;1;M;88105PRETO.jpg;88105PRETO.mp4
88105;Conj Blusa M C Com Prega Rec Atras Pantacourt C Lapela  E Botão No Cós;CONJUNTO;Preto;  2,00% ELASTANO   30,00% LINHO   68,00% VISCOSE;88105-G3-PRETO;3;G3;88105PRETO.jpg;88105PRETO.mp4
88105;Conj Blusa M C Com Prega Rec Atras Pantacourt C Lapela  E Botão No Cós;CONJUNTO;Preto;  2,00% ELASTANO   30,00% LINHO   68,00% VISCOSE;88105-G4-PRETO;2;G4;88105PRETO.jpg;88105PRETO.mp4
88105;Conj Blusa M C Com Prega Rec Atras Pantacourt C Lapela  E Botão No Cós;CONJUNTO;Oliva;  2,00% ELASTANO   30,00% LINHO   68,00% VISCOSE;88105-G3-OLIVA;6;G3;88105OLIVA.jpg;88105OLIVA.mp4
88106;Conjunto De Linho Bermuda Com Blusa Regata  Argola Na Alça;CONJUNTO;Preto;  2,00% ELASTANO   30,00% LINHO   68,00% VISCOSE;88106-P-PRETO;5;P;88106PRETO.jpg;88106PRETO.mp4
88106;Conjunto De Linho Bermuda Com Blusa Regata  Argola Na Alça;CONJUNTO;Preto;  2,00% ELASTANO   30,00% LINHO   68,00% VISCOSE;88106-M-PRETO;5;M;88106PRETO.jpg;88106PRETO.mp4
88106;Conjunto De Linho Bermuda Com Blusa Regata  Argola Na Alça;CONJUNTO;Preto;  2,00% ELASTANO   30,00% LINHO   68,00% VISCOSE;88106-G-PRETO;4;G;88106PRETO.jpg;88106PRETO.mp4
88106;Conjunto De Linho Bermuda Com Blusa Regata  Argola Na Alça;CONJUNTO;Preto;  2,00% ELASTANO   30,00% LINHO   68,00% VISCOSE;88106-GG-PRETO;3;GG;88106PRETO.jpg;88106PRETO.mp4
88106;Conjunto De Linho Bermuda Com Blusa Regata  Argola Na Alça;CONJUNTO;Preto;  2,00% ELASTANO   30,00% LINHO   68,00% VISCOSE;88106-G1-PRETO;5;G1;88106PRETO.jpg;88106PRETO.mp4
88106;Conjunto De Linho Bermuda Com Blusa Regata  Argola Na Alça;CONJUNTO;Preto;  2,00% ELASTANO   30,00% LINHO   68,00% VISCOSE;88106-G2-PRETO;5;G2;88106PRETO.jpg;88106PRETO.mp4
88106;Conjunto De Linho Bermuda Com Blusa Regata  Argola Na Alça;CONJUNTO;Preto;  2,00% ELASTANO   30,00% LINHO   68,00% VISCOSE;88106-G3-PRETO;7;G3;88106PRETO.jpg;88106PRETO.mp4
88106;Conjunto De Linho Bermuda Com Blusa Regata  Argola Na Alça;CONJUNTO;Preto;  2,00% ELASTANO   30,00% LINHO   68,00% VISCOSE;88106-G4-PRETO;7;G4;88106PRETO.jpg;88106PRETO.mp4
88107;Conjunto Calça Reta Blusa Manga Curta Com Botões Na Malha;CONJUNTO;Preto; 10,00% ELASTANO   90,00% POLIESTER;88107-P-PRETO;8;P;88107PRETO.jpg;88107PRETO.mp4
88107;Conjunto Calça Reta Blusa Manga Curta Com Botões Na Malha;CONJUNTO;Preto; 10,00% ELASTANO   90,00% POLIESTER;88107-M-PRETO;15;M;88107PRETO.jpg;88107PRETO.mp4
88107;Conjunto Calça Reta Blusa Manga Curta Com Botões Na Malha;CONJUNTO;Preto; 10,00% ELASTANO   90,00% POLIESTER;88107-G-PRETO;10;G;88107PRETO.jpg;88107PRETO.mp4
88107;Conjunto Calça Reta Blusa Manga Curta Com Botões Na Malha;CONJUNTO;Preto; 10,00% ELASTANO   90,00% POLIESTER;88107-GG-PRETO;4;GG;88107PRETO.jpg;88107PRETO.mp4
88107;Conjunto Calça Reta Blusa Manga Curta Com Botões Na Malha;CONJUNTO;Preto; 10,00% ELASTANO   90,00% POLIESTER;88107-G1-PRETO;9;G1;88107PRETO.jpg;88107PRETO.mp4
88107;Conjunto Calça Reta Blusa Manga Curta Com Botões Na Malha;CONJUNTO;Preto; 10,00% ELASTANO   90,00% POLIESTER;88107-G2-PRETO;3;G2;88107PRETO.jpg;88107PRETO.mp4
88107;Conjunto Calça Reta Blusa Manga Curta Com Botões Na Malha;CONJUNTO;Preto; 10,00% ELASTANO   90,00% POLIESTER;88107-G3-PRETO;2;G3;88107PRETO.jpg;88107PRETO.mp4
88107;Conjunto Calça Reta Blusa Manga Curta Com Botões Na Malha;CONJUNTO;Preto; 10,00% ELASTANO   90,00% POLIESTER;88107-G4-PRETO;4;G4;88107PRETO.jpg;88107PRETO.mp4
88108;Conjunto Short Meia Coxa Regata Alça Fina Listrado;CONJUNTO;Azul;100,00% ALGODAO;88108-G3-AZUL;9;G3;88108AZUL.jpg;88108AZUL.mp4
88108;Conjunto Short Meia Coxa Regata Alça Fina Listrado;CONJUNTO;Verde;100,00% ALGODAO;88108-P-VERDE;1;P;88108VERDE.jpg;88108VERDE.mp4
88108;Conjunto Short Meia Coxa Regata Alça Fina Listrado;CONJUNTO;Verde;100,00% ALGODAO;88108-M-VERDE;1;M;88108VERDE.jpg;88108VERDE.mp4
88108;Conjunto Short Meia Coxa Regata Alça Fina Listrado;CONJUNTO;Verde;100,00% ALGODAO;88108-G1-VERDE;4;G1;88108VERDE.jpg;88108VERDE.mp4
88108;Conjunto Short Meia Coxa Regata Alça Fina Listrado;CONJUNTO;Verde;100,00% ALGODAO;88108-G2-VERDE;7;G2;88108VERDE.jpg;88108VERDE.mp4
88108;Conjunto Short Meia Coxa Regata Alça Fina Listrado;CONJUNTO;Verde;100,00% ALGODAO;88108-G3-VERDE;7;G3;88108VERDE.jpg;88108VERDE.mp4
88109;Conjunto  Pantacourt Listra Lateral Com Blusa Alça Fina Crepe;CONJUNTO;Marinho;  4,00% ELASTANO   96,00% POLIESTER;88109-G2-MARINHO;1;G2;88109MARINHO.jpg;88109MARINHO.mp4
88109;Conjunto  Pantacourt Listra Lateral Com Blusa Alça Fina Crepe;CONJUNTO;Pink;  4,00% ELASTANO   96,00% POLIESTER;88109-G3-PINK;1;G3;88109PINK.jpg;88109PINK.mp4
88110;Conjunto Linho De Calça Elastico Atras Com Casaqueto Botões Encapado;CONJUNTO;Preto;  2,00% ELASTANO   30,00% LINHO   68,00% VISCOSE;88110-P-PRETO;1;P;88110PRETO.jpg;88110PRETO.mp4
88110;Conjunto Linho De Calça Elastico Atras Com Casaqueto Botões Encapado;CONJUNTO;Preto;  2,00% ELASTANO   30,00% LINHO   68,00% VISCOSE;88110-M-PRETO;1;M;88110PRETO.jpg;88110PRETO.mp4
88110;Conjunto Linho De Calça Elastico Atras Com Casaqueto Botões Encapado;CONJUNTO;Preto;  2,00% ELASTANO   30,00% LINHO   68,00% VISCOSE;88110-G-PRETO;2;G;88110PRETO.jpg;88110PRETO.mp4
88110;Conjunto Linho De Calça Elastico Atras Com Casaqueto Botões Encapado;CONJUNTO;Preto;  2,00% ELASTANO   30,00% LINHO   68,00% VISCOSE;88110-GG-PRETO;2;GG;88110PRETO.jpg;88110PRETO.mp4
88110;Conjunto Linho De Calça Elastico Atras Com Casaqueto Botões Encapado;CONJUNTO;Preto;  2,00% ELASTANO   30,00% LINHO   68,00% VISCOSE;88110-G1-PRETO;2;G1;88110PRETO.jpg;88110PRETO.mp4
88110;Conjunto Linho De Calça Elastico Atras Com Casaqueto Botões Encapado;CONJUNTO;Preto;  2,00% ELASTANO   30,00% LINHO   68,00% VISCOSE;88110-G2-PRETO;1;G2;88110PRETO.jpg;88110PRETO.mp4
88110;Conjunto Linho De Calça Elastico Atras Com Casaqueto Botões Encapado;CONJUNTO;Preto;  2,00% ELASTANO   30,00% LINHO   68,00% VISCOSE;88110-G3-PRETO;3;G3;88110PRETO.jpg;88110PRETO.mp4
88110;Conjunto Linho De Calça Elastico Atras Com Casaqueto Botões Encapado;CONJUNTO;Preto;  2,00% ELASTANO   30,00% LINHO   68,00% VISCOSE;88110-G4-PRETO;1;G4;88110PRETO.jpg;88110PRETO.mp4
88110;Conjunto Linho De Calça Elastico Atras Com Casaqueto Botões Encapado;CONJUNTO;Telha;  2,00% ELASTANO   30,00% LINHO   68,00% VISCOSE;88110-M-TELHA;4;M;88110TELHA.jpg;88110TELHA.mp4
88110;Conjunto Linho De Calça Elastico Atras Com Casaqueto Botões Encapado;CONJUNTO;Telha;  2,00% ELASTANO   30,00% LINHO   68,00% VISCOSE;88110-G1-TELHA;3;G1;88110TELHA.jpg;88110TELHA.mp4
88110;Conjunto Linho De Calça Elastico Atras Com Casaqueto Botões Encapado;CONJUNTO;Telha;  2,00% ELASTANO   30,00% LINHO   68,00% VISCOSE;88110-G3-TELHA;2;G3;88110TELHA.jpg;88110TELHA.mp4
88110;Conjunto Linho De Calça Elastico Atras Com Casaqueto Botões Encapado;CONJUNTO;Telha;  2,00% ELASTANO   30,00% LINHO   68,00% VISCOSE;88110-G4-TELHA;1;G4;88110TELHA.jpg;88110TELHA.mp4
88111;Conjunto De Alfaiataria Calça Jogging Com Elastico E Botões No Cós Blusa Manga Curta Com Pregas;CONJUNTO;Verde Jade;  8,00% POLIESTER   92,00% VISCOSE;88111-G-VERDE JADE;1;G;88111VERDEJADE.jpg;88111VERDEJADE.mp4
88111;Conjunto De Alfaiataria Calça Jogging Com Elastico E Botões No Cós Blusa Manga Curta Com Pregas;CONJUNTO;Coral;  8,00% POLIESTER   92,00% VISCOSE;88111-G2-CORAL;1;G2;88111CORAL.jpg;88111CORAL.mp4
88111;Conjunto De Alfaiataria Calça Jogging Com Elastico E Botões No Cós Blusa Manga Curta Com Pregas;CONJUNTO;Coral;  8,00% POLIESTER   92,00% VISCOSE;88111-G3-CORAL;5;G3;88111CORAL.jpg;88111CORAL.mp4
88111;Conjunto De Alfaiataria Calça Jogging Com Elastico E Botões No Cós Blusa Manga Curta Com Pregas;CONJUNTO;Coral;  8,00% POLIESTER   92,00% VISCOSE;88111-G4-CORAL;1;G4;88111CORAL.jpg;88111CORAL.mp4
88112;Conjunto Blusa Manga Curta Com Botões No Ombro Decote V Calça Pantacourt Com Elastico Cós;CONJUNTO;Laranja;  8,00% POLIESTER   92,00% VISCOSE;88112-M-LARANJA;1;M;88112LARANJA.jpg;88112LARANJA.mp4
88112;Conjunto Blusa Manga Curta Com Botões No Ombro Decote V Calça Pantacourt Com Elastico Cós;CONJUNTO;Laranja;  8,00% POLIESTER   92,00% VISCOSE;88112-G-LARANJA;1;G;88112LARANJA.jpg;88112LARANJA.mp4
88112;Conjunto Blusa Manga Curta Com Botões No Ombro Decote V Calça Pantacourt Com Elastico Cós;CONJUNTO;Laranja;  8,00% POLIESTER   92,00% VISCOSE;88112-G1-LARANJA;2;G1;88112LARANJA.jpg;88112LARANJA.mp4
88112;Conjunto Blusa Manga Curta Com Botões No Ombro Decote V Calça Pantacourt Com Elastico Cós;CONJUNTO;Laranja;  8,00% POLIESTER   92,00% VISCOSE;88112-G2-LARANJA;3;G2;88112LARANJA.jpg;88112LARANJA.mp4
88112;Conjunto Blusa Manga Curta Com Botões No Ombro Decote V Calça Pantacourt Com Elastico Cós;CONJUNTO;Laranja;  8,00% POLIESTER   92,00% VISCOSE;88112-G3-LARANJA;3;G3;88112LARANJA.jpg;88112LARANJA.mp4
88112;Conjunto Blusa Manga Curta Com Botões No Ombro Decote V Calça Pantacourt Com Elastico Cós;CONJUNTO;Azul Piscina;  8,00% POLIESTER   92,00% VISCOSE;88112-P-AZUL PISCINA;1;P;88112AZULPISCINA.jpg;88112AZULPISCINA.mp4
88112;Conjunto Blusa Manga Curta Com Botões No Ombro Decote V Calça Pantacourt Com Elastico Cós;CONJUNTO;Azul Piscina;  8,00% POLIESTER   92,00% VISCOSE;88112-G1-AZUL PISCINA;2;G1;88112AZULPISCINA.jpg;88112AZULPISCINA.mp4
88112;Conjunto Blusa Manga Curta Com Botões No Ombro Decote V Calça Pantacourt Com Elastico Cós;CONJUNTO;Azul Piscina;  8,00% POLIESTER   92,00% VISCOSE;88112-G2-AZUL PISCINA;1;G2;88112AZULPISCINA.jpg;88112AZULPISCINA.mp4
88112;Conjunto Blusa Manga Curta Com Botões No Ombro Decote V Calça Pantacourt Com Elastico Cós;CONJUNTO;Azul Piscina;  8,00% POLIESTER   92,00% VISCOSE;88112-G3-AZUL PISCINA;6;G3;88112AZULPISCINA.jpg;88112AZULPISCINA.mp4
88112;Conjunto Blusa Manga Curta Com Botões No Ombro Decote V Calça Pantacourt Com Elastico Cós;CONJUNTO;Azul Piscina;  8,00% POLIESTER   92,00% VISCOSE;88112-G4-AZUL PISCINA;1;G4;88112AZULPISCINA.jpg;88112AZULPISCINA.mp4
88113;Conjunto De Calça Jogging Com Blusa Manga Longa Tricolor Moletim;CONJUNTO;Verde;  6,00% ELASTANO   94,00% VISCOSE;88113-GG-VERDE;1;GG;88113VERDE.jpg;88113VERDE.mp4
88113;Conjunto De Calça Jogging Com Blusa Manga Longa Tricolor Moletim;CONJUNTO;Verde;  6,00% ELASTANO   94,00% VISCOSE;88113-G2-VERDE;1;G2;88113VERDE.jpg;88113VERDE.mp4
88113;Conjunto De Calça Jogging Com Blusa Manga Longa Tricolor Moletim;CONJUNTO;Verde;  6,00% ELASTANO   94,00% VISCOSE;88113-G3-VERDE;1;G3;88113VERDE.jpg;88113VERDE.mp4
88113;Conjunto De Calça Jogging Com Blusa Manga Longa Tricolor Moletim;CONJUNTO;Verde;  6,00% ELASTANO   94,00% VISCOSE;88113-G4-VERDE;1;G4;88113VERDE.jpg;88113VERDE.mp4
88114;Conjunto Moletim Saia Midi Com Fenda Lateral Blusa Manga Curta Franzida;CONJUNTO;Preto;  6,00% ELASTANO   94,00% VISCOSE;88114-G2-PRETO;1;G2;88114PRETO.jpg;88114PRETO.mp4
88114;Conjunto Moletim Saia Midi Com Fenda Lateral Blusa Manga Curta Franzida;CONJUNTO;Preto;  6,00% ELASTANO   94,00% VISCOSE;88114-G4-PRETO;1;G4;88114PRETO.jpg;88114PRETO.mp4
88114;Conjunto Moletim Saia Midi Com Fenda Lateral Blusa Manga Curta Franzida;CONJUNTO;Verde;  6,00% ELASTANO   94,00% VISCOSE;88114-G3-VERDE;2;G3;88114VERDE.jpg;88114VERDE.mp4
88115;Conjunto Saia Midi Com Elastico No Cós E Fenda Lateral  E Blusa Regata Confort Flow;CONJUNTO;Cidra;100,00% POLIESTER;88115-GG-CIDRA;1;GG;88115CIDRA.jpg;88115CIDRA.mp4
88115;Conjunto Saia Midi Com Elastico No Cós E Fenda Lateral  E Blusa Regata Confort Flow;CONJUNTO;Cidra;100,00% POLIESTER;88115-G1-CIDRA;1;G1;88115CIDRA.jpg;88115CIDRA.mp4
88115;Conjunto Saia Midi Com Elastico No Cós E Fenda Lateral  E Blusa Regata Confort Flow;CONJUNTO;Cidra;100,00% POLIESTER;88115-G2-CIDRA;2;G2;88115CIDRA.jpg;88115CIDRA.mp4
88115;Conjunto Saia Midi Com Elastico No Cós E Fenda Lateral  E Blusa Regata Confort Flow;CONJUNTO;Cidra;100,00% POLIESTER;88115-G3-CIDRA;6;G3;88115CIDRA.jpg;88115CIDRA.mp4
88115;Conjunto Saia Midi Com Elastico No Cós E Fenda Lateral  E Blusa Regata Confort Flow;CONJUNTO;Cidra;100,00% POLIESTER;88115-G4-CIDRA;5;G4;88115CIDRA.jpg;88115CIDRA.mp4
88115;Conjunto Saia Midi Com Elastico No Cós E Fenda Lateral  E Blusa Regata Confort Flow;CONJUNTO;Terracota;100,00% POLIESTER;88115-P-TERRACOTA;1;P;88115TERRACOTA.jpg;88115TERRACOTA.mp4
88115;Conjunto Saia Midi Com Elastico No Cós E Fenda Lateral  E Blusa Regata Confort Flow;CONJUNTO;Terracota;100,00% POLIESTER;88115-M-TERRACOTA;2;M;88115TERRACOTA.jpg;88115TERRACOTA.mp4
88115;Conjunto Saia Midi Com Elastico No Cós E Fenda Lateral  E Blusa Regata Confort Flow;CONJUNTO;Terracota;100,00% POLIESTER;88115-GG-TERRACOTA;5;GG;88115TERRACOTA.jpg;88115TERRACOTA.mp4
88115;Conjunto Saia Midi Com Elastico No Cós E Fenda Lateral  E Blusa Regata Confort Flow;CONJUNTO;Terracota;100,00% POLIESTER;88115-G1-TERRACOTA;1;G1;88115TERRACOTA.jpg;88115TERRACOTA.mp4
88115;Conjunto Saia Midi Com Elastico No Cós E Fenda Lateral  E Blusa Regata Confort Flow;CONJUNTO;Terracota;100,00% POLIESTER;88115-G2-TERRACOTA;1;G2;88115TERRACOTA.jpg;88115TERRACOTA.mp4
88115;Conjunto Saia Midi Com Elastico No Cós E Fenda Lateral  E Blusa Regata Confort Flow;CONJUNTO;Terracota;100,00% POLIESTER;88115-G3-TERRACOTA;4;G3;88115TERRACOTA.jpg;88115TERRACOTA.mp4
88115;Conjunto Saia Midi Com Elastico No Cós E Fenda Lateral  E Blusa Regata Confort Flow;CONJUNTO;Terracota;100,00% POLIESTER;88115-G4-TERRACOTA;4;G4;88115TERRACOTA.jpg;88115TERRACOTA.mp4
88116;Conjunto Saia Cargo Com Elastico No Cós E Fenda Laterais Blusa Basica Manga Curta;CONJUNTO;Preto;  6,00% ELASTANO   94,00% VISCOSE;88116-M-PRETO;2;M;88116PRETO.jpg;88116PRETO.mp4
88116;Conjunto Saia Cargo Com Elastico No Cós E Fenda Laterais Blusa Basica Manga Curta;CONJUNTO;Fuscia;  6,00% ELASTANO   94,00% VISCOSE;88116-M-FUSCIA;1;M;88116FUSCIA.jpg;88116FUSCIA.mp4
88116;Conjunto Saia Cargo Com Elastico No Cós E Fenda Laterais Blusa Basica Manga Curta;CONJUNTO;Verde Pistache;  6,00% ELASTANO   94,00% VISCOSE;88116-M-VERDE PISTACHE;2;M;88116VERDEPISTACHE.jpg;88116VERDEPISTACHE.mp4
88116;Conjunto Saia Cargo Com Elastico No Cós E Fenda Laterais Blusa Basica Manga Curta;CONJUNTO;Verde Pistache;  6,00% ELASTANO   94,00% VISCOSE;88116-G2-VERDE PISTACHE;1;G2;88116VERDEPISTACHE.jpg;88116VERDEPISTACHE.mp4
88117;Conjunto Calça  Com Forro Bolsos Frontais E Amarração Blusa Com Abertura Manga E Botão Encapad;CONJUNTO;Goiaba;100,00% POLIESTER;88117-P-GOIABA;1;P;88117GOIABA.jpg;88117GOIABA.mp4
88117;Conjunto Calça  Com Forro Bolsos Frontais E Amarração Blusa Com Abertura Manga E Botão Encapad;CONJUNTO;Goiaba;100,00% POLIESTER;88117-M-GOIABA;7;M;88117GOIABA.jpg;88117GOIABA.mp4
88117;Conjunto Calça  Com Forro Bolsos Frontais E Amarração Blusa Com Abertura Manga E Botão Encapad;CONJUNTO;Goiaba;100,00% POLIESTER;88117-G-GOIABA;10;G;88117GOIABA.jpg;88117GOIABA.mp4
88117;Conjunto Calça  Com Forro Bolsos Frontais E Amarração Blusa Com Abertura Manga E Botão Encapad;CONJUNTO;Goiaba;100,00% POLIESTER;88117-GG-GOIABA;2;GG;88117GOIABA.jpg;88117GOIABA.mp4
88117;Conjunto Calça  Com Forro Bolsos Frontais E Amarração Blusa Com Abertura Manga E Botão Encapad;CONJUNTO;Goiaba;100,00% POLIESTER;88117-G1-GOIABA;1;G1;88117GOIABA.jpg;88117GOIABA.mp4
88117;Conjunto Calça  Com Forro Bolsos Frontais E Amarração Blusa Com Abertura Manga E Botão Encapad;CONJUNTO;Goiaba;100,00% POLIESTER;88117-G2-GOIABA;6;G2;88117GOIABA.jpg;88117GOIABA.mp4
88118;Conjunto Visvcolinho Saia Com Babado E Bolsos Frontais  Blusa Regata Com Babado No  Decote;CONJUNTO;Lima Siciliano;100,00% POLIESTER;88118-G-LIMA SICILIANO;9;G;88118LIMASICILIANO.jpg;88118LIMASICILIANO.mp4
88118;Conjunto Visvcolinho Saia Com Babado E Bolsos Frontais  Blusa Regata Com Babado No  Decote;CONJUNTO;Lima Siciliano;100,00% POLIESTER;88118-G2-LIMA SICILIANO;2;G2;88118LIMASICILIANO.jpg;88118LIMASICILIANO.mp4
80148;Blusa Decote Princesa Franzido No Busto Manga Sino Lastex Atras Tecido Super  Soft;BLUSA;Verde;100,00% POLIÉSTER;80148-P-VERDE;4;P;80148VERDE.jpg;80148VERDE.mp4
80148;Blusa Decote Princesa Franzido No Busto Manga Sino Lastex Atras Tecido Super  Soft;BLUSA;Verde;100,00% POLIÉSTER;80148-M-VERDE;18;M;80148VERDE.jpg;80148VERDE.mp4
80148;Blusa Decote Princesa Franzido No Busto Manga Sino Lastex Atras Tecido Super  Soft;BLUSA;Verde;100,00% POLIÉSTER;80148-G-VERDE;15;G;80148VERDE.jpg;80148VERDE.mp4
80148;Blusa Decote Princesa Franzido No Busto Manga Sino Lastex Atras Tecido Super  Soft;BLUSA;Verde;100,00% POLIÉSTER;80148-GG-VERDE;6;GG;80148VERDE.jpg;80148VERDE.mp4
80148;Blusa Decote Princesa Franzido No Busto Manga Sino Lastex Atras Tecido Super  Soft;BLUSA;Verde;100,00% POLIÉSTER;80148-G1-VERDE;10;G1;80148VERDE.jpg;80148VERDE.mp4
80148;Blusa Decote Princesa Franzido No Busto Manga Sino Lastex Atras Tecido Super  Soft;BLUSA;Verde;100,00% POLIÉSTER;80148-G2-VERDE;2;G2;80148VERDE.jpg;80148VERDE.mp4
80148;Blusa Decote Princesa Franzido No Busto Manga Sino Lastex Atras Tecido Super  Soft;BLUSA;Verde;100,00% POLIÉSTER;80148-G3-VERDE;2;G3;80148VERDE.jpg;80148VERDE.mp4
80148;Blusa Decote Princesa Franzido No Busto Manga Sino Lastex Atras Tecido Super  Soft;BLUSA;Verde;100,00% POLIÉSTER;80148-G4-VERDE;3;G4;80148VERDE.jpg;80148VERDE.mp4
